Scene	Found Episode
s08e17_scene010_0809_0829	s08e17
s08e12_scene009_1029_1049	s08e12
s08e10_scene012_1083_1089	s08e10
s08e06_scene001_0201_0221	s08e06
s08e06_scene004_0488_0508	s08e06
s08e02_scene001_0179_0199	s08e02
s08e17_scene005_0506_0520	s08e17
s08e03_scene008_0673_0675	s08e03
s08e16_scene012_0788_0808	s08e16
s08e14_scene000_0043_0063	s08e14
s08e24_scene016_0881_0901	s08e24
s08e10_scene003_0292_0312	s08e10
s08e15_scene003_0357_0377	s08e15
s08e14_scene002_0219_0239	s08e14
s08e11_scene013_0980_1000	s08e11
s08e01_scene015_1151_1171	s08e01
s08e08_scene000_0043_0063	s08e08
s08e04_scene012_0981_1001	s08e04
s08e20_scene003_0234_0240	s08e20
s08e10_scene011_0977_0997	s08e10
s08e05_scene003_0382_0402	s08e05
s08e17_scene002_0289_0297	s08e17
s08e20_scene004_0303_0310	s08e20
s08e16_scene015_1095_1103	s08e16
s08e01_scene006_0506_0526	s08e01
s08e11_scene000_0003_0023	s08e11
s08e15_scene010_1106_1126	s08e15
s08e18_scene003_0429_0439	s08e18
s08e06_scene000_0003_0023	s08e06
s08e12_scene009_1009_1029	s08e12
s08e03_scene010_0764_0784	s08e03
s08e02_scene005_0584_0604	s08e02
s08e06_scene009_0947_0967	s08e06
s08e17_scene008_0725_0745	s08e17
s08e14_scene010_1019_1020	s08e14
s08e03_scene000_0063_0075	s08e03
s08e04_scene000_0063_0073	s08e04
s08e06_scene010_0994_1014	s08e06
s08e11_scene014_1066_1086	s08e11
s08e15_scene006_0665_0685	s08e15
s08e14_scene011_1082_1102	s08e14
s08e16_scene009_0604_0624	s08e16
s08e02_scene002_0252_0272	s08e02
s08e10_scene000_0064_0082	s08e10
s08e05_scene005_0646_0657	s08e05
s08e06_scene001_0121_0141	s08e06
s08e20_scene008_0672_0692	s08e20
s08e11_scene002_0240_0260	s08e11
s08e14_scene008_0751_0771	s08e14
s08e01_scene013_1022_1042	s08e01
s08e03_scene003_0261_0281	s08e03
s08e02_scene006_0622_0642	s08e02
s08e04_scene003_0337_0343	s08e04
s08e17_scene004_0431_0451	s08e17
s08e12_scene003_0389_0403	s08e12
s08e10_scene001_0131_0151	s08e10
s08e02_scene005_0484_0504	s08e02
s08e11_scene009_0674_0694	s08e11
s08e17_scene012_0959_0979	s08e17
s08e20_scene011_0849_0869	s08e20
s08e14_scene001_0110_0130	s08e14
s08e14_scene004_0426_0446	s08e14
s08e14_scene000_0003_0023	s08e14
s08e02_scene011_1038_1058	s08e02
s08e20_scene007_0593_0613	s08e20
s08e16_scene013_0849_0869	s08e16
s08e01_scene000_0084_0104	s08e01
s08e10_scene005_0453_0473	s08e10
s08e03_scene006_0455_0475	s08e03
s08e12_scene003_0309_0329	s08e12
s08e06_scene013_1190_1210	s08e06
s08e11_scene002_0260_0267	s08e11
s08e03_scene008_0653_0673	s08e03
s08e06_scene010_1034_1054	s08e06
s08e14_scene002_0279_0299	s08e14
s08e05_scene011_1064_1084	s08e05
s08e17_scene002_0249_0269	s08e17
s08e14_scene002_0299_0306	s08e14
s08e18_scene004_0461_0481	s08e18
s08e11_scene000_0083_0103	s08e11
s08e16_scene004_0325_0345	s08e16
s08e22_scene007_0603_0623	s08e22
s08e14_scene005_0519_0539	s08e14
s08e20_scene007_0553_0573	s08e20
s08e05_scene002_0237_0257	s08e05
s08e20_scene006_0505_0525	s08e20
s08e22_scene012_1041_1057	s08e22
s08e04_scene003_0257_0277	s08e04
s08e02_scene004_0435_0455	s08e02
s08e01_scene000_0104_0124	s08e01
s08e22_scene003_0292_0312	s08e22
s08e02_scene005_0464_0484	s08e02
s08e17_scene000_0062_0082	s08e17
s08e03_scene011_0809_0829	s08e03
s08e22_scene010_0810_0830	s08e22
s08e01_scene012_0931_0951	s08e01
s08e14_scene012_1171_1191	s08e14
s08e18_scene001_0183_0186	s08e18
s08e17_scene007_0618_0638	s08e17
s08e16_scene016_1131_1143	s08e16
s08e22_scene001_0151_0171	s08e22
s08e06_scene006_0737_0757	s08e06
s08e10_scene000_0004_0024	s08e10
s08e04_scene006_0554_0574	s08e04
s08e03_scene011_0869_0883	s08e03
s08e22_scene006_0509_0529	s08e22
s08e05_scene006_0759_0761	s08e05
s08e11_scene001_0175_0195	s08e11
s08e16_scene006_0431_0451	s08e16
s08e22_scene002_0241_0261	s08e22
s08e03_scene004_0377_0378	s08e03
s08e02_scene008_0847_0849	s08e02
s08e14_scene011_1042_1062	s08e14
s08e20_scene011_0889_0909	s08e20
s08e14_scene004_0406_0426	s08e14
s08e06_scene004_0508_0528	s08e06
s08e12_scene002_0243_0263	s08e12
s08e06_scene012_1149_1168	s08e06
s08e22_scene006_0549_0569	s08e22
s08e10_scene010_0899_0919	s08e10
s08e16_scene009_0544_0564	s08e16
s08e01_scene012_0971_0979	s08e01
s08e17_scene005_0486_0506	s08e17
s08e02_scene002_0232_0252	s08e02
s08e22_scene011_0904_0924	s08e22
s08e16_scene009_0564_0584	s08e16
s08e14_scene009_0838_0858	s08e14
s08e22_scene000_0024_0044	s08e22
s08e03_scene001_0103_0123	s08e03
s08e20_scene010_0805_0825	s08e20
s08e18_scene011_0862_0882	s08e18
s08e08_scene005_0588_0608	s08e08
s08e10_scene005_0513_0515	s08e10
s08e12_scene001_0217_0237	s08e12
s08e22_scene002_0221_0241	s08e22
s08e03_scene002_0172_0192	s08e03
s08e04_scene006_0594_0614	s08e04
s08e02_scene007_0682_0702	s08e02
s08e06_scene011_1130_1146	s08e06
s08e22_scene009_0722_0742	s08e22
s08e03_scene001_0143_0163	s08e03
s08e17_scene003_0341_0361	s08e17
s08e14_scene005_0479_0499	s08e14
s08e16_scene013_0869_0884	s08e16
s08e14_scene006_0568_0588	s08e14
s08e22_scene012_0981_1001	s08e22
s08e02_scene001_0199_0209	s08e02
s08e01_scene009_0659_0679	s08e01
s08e20_scene013_1025_1045	s08e20
s08e22_scene002_0281_0287	s08e22
s08e10_scene008_0685_0705	s08e10
s08e18_scene003_0369_0389	s08e18
s08e22_scene013_1067_1075	s08e22
s08e16_scene008_0522_0542	s08e16
s08e14_scene009_0858_0878	s08e14
s08e03_scene012_1091_1100	s08e03
s08e08_scene010_0936_0956	s08e08
s08e12_scene005_0577_0597	s08e12
s08e14_scene012_1191_1207	s08e14
s08e22_scene010_0830_0850	s08e22
s08e05_scene006_0659_0679	s08e05
s08e04_scene003_0277_0297	s08e04
s08e22_scene006_0449_0469	s08e22
s08e17_scene000_0042_0062	s08e17
s08e06_scene002_0303_0323	s08e06
s08e02_scene005_0524_0544	s08e02
s08e20_scene007_0613_0633	s08e20
s08e22_scene002_0181_0201	s08e22
s08e18_scene003_0389_0409	s08e18
s08e06_scene003_0403_0423	s08e06
s08e10_scene009_0799_0819	s08e10
s08e14_scene011_1102_1117	s08e14
s08e16_scene009_0624_0644	s08e16
s08e10_scene001_0171_0191	s08e10
s08e22_scene008_0650_0670	s08e22
s08e14_scene007_0685_0705	s08e14
s08e01_scene012_0951_0971	s08e01
s08e05_scene004_0483_0503	s08e05
s08e22_scene010_0770_0790	s08e22
s08e02_scene008_0727_0747	s08e02
s08e06_scene007_0773_0793	s08e06
s08e08_scene008_0800_0807	s08e08
s08e12_scene000_0103_0123	s08e12
s08e22_scene002_0261_0281	s08e22
s08e14_scene006_0588_0602	s08e14
s08e10_scene010_0859_0879	s08e10
s08e18_scene012_1082_1102	s08e18
s08e17_scene008_0765_0785	s08e17
s08e22_scene012_1021_1041	s08e22
s08e02_scene001_0159_0179	s08e02
s08e04_scene014_1032_1052	s08e04
s08e03_scene001_0163_0169	s08e03
s08e16_scene015_0995_1015	s08e16
s08e10_scene003_0272_0292	s08e10
s08e01_scene005_0428_0448	s08e01
s08e22_scene006_0529_0549	s08e22
s08e17_scene002_0209_0229	s08e17
s08e22_scene004_0359_0379	s08e22
s08e14_scene012_1151_1171	s08e14
s08e20_scene008_0692_0712	s08e20
s08e22_scene001_0171_0179	s08e22
s08e08_scene006_0689_0690	s08e08
s08e03_scene007_0524_0544	s08e03
s08e12_scene008_0770_0790	s08e12
s08e14_scene001_0150_0170	s08e14
s08e05_scene002_0297_0317	s08e05
s08e22_scene007_0623_0643	s08e22
s08e10_scene002_0241_0249	s08e10
s08e11_scene006_0567_0572	s08e11
s08e06_scene001_0141_0161	s08e06
s08e20_scene013_0945_0965	s08e20
s08e20_scene011_0909_0926	s08e20
s08e22_scene006_0469_0489	s08e22
s08e10_scene004_0372_0392	s08e10
s08e12_scene001_0197_0217	s08e12
s08e04_scene011_0919_0939	s08e04
s08e16_scene007_0457_0477	s08e16
s08e14_scene001_0090_0110	s08e14
s08e22_scene005_0400_0420	s08e22
s08e06_scene003_0383_0403	s08e06
s08e18_scene009_0720_0734	s08e18
s08e16_scene015_0935_0955	s08e16
s08e22_scene001_0111_0131	s08e22
s08e14_scene004_0346_0366	s08e14
s08e17_scene011_0882_0902	s08e17
s08e02_scene008_0807_0827	s08e02
s08e03_scene005_0383_0403	s08e03
s08e14_scene004_0446_0466	s08e14
s08e14_scene010_0899_0919	s08e14
s08e20_scene009_0779_0799	s08e20
s08e01_scene008_0626_0636	s08e01
s08e20_scene009_0799_0802	s08e20
s08e06_scene003_0363_0383	s08e06
s08e10_scene002_0221_0241	s08e10
s08e10_scene000_0024_0044	s08e10
s08e05_scene004_0463_0483	s08e05
s08e08_scene001_0155_0175	s08e08
s08e22_scene012_1001_1021	s08e22
s08e06_scene010_0974_0994	s08e06
s08e03_scene006_0495_0515	s08e03
s08e16_scene011_0728_0748	s08e16
s08e04_scene000_0003_0023	s08e04
s08e17_scene003_0301_0321	s08e17
s08e14_scene012_1131_1151	s08e14
s08e12_scene008_0810_0830	s08e12
s08e22_scene011_0884_0904	s08e22
s08e10_scene006_0518_0538	s08e10
s08e11_scene010_0843_0851	s08e11
s08e06_scene010_1074_1094	s08e06
s08e22_scene011_0864_0884	s08e22
s08e18_scene007_0613_0629	s08e18
s08e14_scene004_0466_0477	s08e14
s08e22_scene011_0924_0944	s08e22
s08e16_scene000_0044_0064	s08e16
s08e17_scene004_0391_0411	s08e17
s08e14_scene005_0499_0519	s08e14
s08e16_scene004_0285_0305	s08e16
s08e17_scene013_1084_1104	s08e17
s08e03_scene012_0931_0951	s08e03
s08e22_scene010_0790_0810	s08e22
s08e02_scene004_0415_0435	s08e02
s08e05_scene008_0905_0925	s08e05
s08e03_scene009_0722_0739	s08e03
s08e14_scene002_0239_0259	s08e14
s08e22_scene009_0762_0768	s08e22
s08e01_scene010_0711_0731	s08e01
s08e06_scene005_0630_0650	s08e06
s08e10_scene009_0839_0858	s08e10
s08e16_scene015_1015_1035	s08e16
s08e22_scene006_0569_0589	s08e22
s08e08_scene005_0628_0636	s08e08
s08e20_scene002_0165_0171	s08e20
s08e12_scene007_0755_0767	s08e12
s08e22_scene011_0944_0964	s08e22
s08e11_scene003_0349_0369	s08e11
s08e22_scene003_0352_0356	s08e22
s08e02_scene010_0947_0967	s08e02
s08e06_scene000_0063_0083	s08e06
s08e10_scene005_0473_0493	s08e10
s08e14_scene004_0386_0406	s08e14
s08e02_scene005_0544_0564	s08e02
s08e04_scene005_0488_0508	s08e04
s08e22_scene003_0312_0332	s08e22
s08e03_scene012_0971_0991	s08e03
s08e16_scene004_0305_0325	s08e16
s08e11_scene003_0389_0398	s08e11
s08e22_scene009_0742_0762	s08e22
s08e08_scene002_0234_0254	s08e08
s08e22_scene006_0489_0509	s08e22
s08e17_scene006_0521_0541	s08e17
s08e16_scene001_0148_0168	s08e16
s08e05_scene000_0103_0123	s08e05
s08e01_scene014_1127_1144	s08e01
s08e22_scene010_0850_0860	s08e22
s08e06_scene001_0221_0241	s08e06
s08e14_scene008_0711_0731	s08e14
s08e22_scene008_0670_0690	s08e22
s08e02_scene004_0455_0459	s08e02
s08e22_scene000_0064_0083	s08e22
s08e04_scene000_0043_0063	s08e04
s08e12_scene007_0735_0755	s08e12
s08e02_scene008_0827_0847	s08e02
s08e10_scene010_0879_0899	s08e10
s08e05_scene000_0123_0135	s08e05
s08e18_scene000_0102_0114	s08e18
s08e22_scene001_0131_0151	s08e22
s08e14_scene004_0366_0386	s08e14
s08e20_scene005_0413_0433	s08e20
s08e14_scene002_0199_0219	s08e14
s08e03_scene005_0443_0450	s08e03
s08e02_scene000_0023_0043	s08e02
s08e22_scene011_0964_0977	s08e22
s08e11_scene005_0501_0521	s08e11
s08e14_scene009_0878_0898	s08e14
s08e20_scene006_0525_0545	s08e20
s08e06_scene013_1170_1190	s08e06
s08e22_scene000_0004_0024	s08e22
s08e17_scene000_0002_0022	s08e17
s08e01_scene011_0787_0807	s08e01
s08e20_scene006_0485_0505	s08e20
s08e22_scene007_0643_0644	s08e22
s08e03_scene012_0911_0931	s08e03
s08e12_scene008_0850_0870	s08e12
s08e16_scene015_1035_1055	s08e16
s08e03_scene012_0991_1011	s08e03
s08e14_scene007_0605_0625	s08e14
s08e16_scene004_0345_0365	s08e16
s08e22_scene005_0440_0441	s08e22
s08e10_scene003_0312_0332	s08e10
s08e08_scene007_0712_0732	s08e08
s08e22_scene000_0044_0064	s08e22
s08e20_scene006_0465_0485	s08e20
s08e18_scene008_0630_0637	s08e18
s08e17_scene003_0321_0341	s08e17
s08e02_scene003_0292_0312	s08e02
s08e22_scene003_0332_0352	s08e22
s08e14_scene008_0771_0791	s08e14
s08e03_scene004_0337_0357	s08e03
s08e22_scene004_0379_0397	s08e22
s08e04_scene007_0681_0701	s08e04
s08e14_scene010_0919_0939	s08e14
s08e17_scene004_0371_0391	s08e17
s08e06_scene003_0463_0483	s08e06
s08e22_scene005_0420_0440	s08e22
s08e05_scene004_0443_0463	s08e05
s08e02_scene005_0604_0614	s08e02
s08e08_scene012_1016_1036	s08e08
s08e22_scene006_0589_0601	s08e22
s08e03_scene007_0644_0649	s08e03
s08e14_scene001_0190_0199	s08e14
s08e12_scene005_0497_0517	s08e12
s08e22_scene008_0690_0710	s08e22
s08e16_scene015_0955_0975	s08e16
s08e11_scene005_0481_0501	s08e11
s08e16_scene011_0748_0763	s08e16
s08e10_scene008_0765_0785	s08e10
s08e22_scene008_0710_0720	s08e22
s08e01_scene011_0747_0767	s08e01
s08e06_scene002_0283_0303	s08e06
s08e05_scene000_0023_0043	s08e05
s08e23_scene006_0518_0538	s08e23
s08e15_scene000_0044_0064	s08e15
s08e16_scene000_0084_0104	s08e16
s08e14_scene008_0791_0811	s08e14
s08e23_scene006_0498_0518	s08e23
s08e18_scene002_0253_0273	s08e18
s08e20_scene007_0633_0644	s08e20
s08e12_scene006_0623_0643	s08e12
s08e23_scene006_0638_0658	s08e23
s08e17_scene010_0849_0869	s08e17
s08e04_scene007_0661_0681	s08e04
s08e16_scene001_0168_0178	s08e16
s08e23_scene012_1050_1063	s08e23
s08e04_scene004_0347_0367	s08e04
s08e11_scene000_0103_0115	s08e11
s08e23_scene004_0348_0368	s08e23
s08e02_scene007_0702_0722	s08e02
s08e10_scene010_0919_0939	s08e10
s08e06_scene006_0717_0737	s08e06
s08e23_scene006_0538_0558	s08e23
s08e06_scene010_1114_1119	s08e06
s08e12_scene010_1092_1099	s08e12
s08e01_scene015_1171_1191	s08e01
s08e02_scene008_0747_0767	s08e02
s08e23_scene002_0282_0283	s08e23
s08e20_scene002_0125_0145	s08e20
s08e05_scene008_1005_1015	s08e05
s08e11_scene006_0547_0567	s08e11
s08e04_scene001_0162_0178	s08e04
s08e23_scene004_0328_0348	s08e23
s08e16_scene014_0907_0913	s08e16
s08e15_scene000_0024_0044	s08e15
s08e16_scene012_0768_0788	s08e16
s08e03_scene001_0123_0143	s08e03
s08e10_scene001_0111_0131	s08e10
s08e23_scene002_0242_0262	s08e23
s08e04_scene009_0787_0807	s08e04
s08e02_scene010_1007_1027	s08e02
s08e05_scene004_0523_0543	s08e05
s08e10_scene010_0959_0973	s08e10
s08e23_scene006_0478_0498	s08e23
s08e06_scene009_0907_0927	s08e06
s08e08_scene009_0833_0853	s08e08
s08e17_scene003_0361_0370	s08e17
s08e23_scene002_0202_0222	s08e23
s08e11_scene011_0896_0910	s08e11
s08e01_scene005_0388_0408	s08e01
s08e06_scene003_0483_0486	s08e06
s08e02_scene006_0642_0659	s08e02
s08e15_scene009_0881_0901	s08e15
s08e23_scene011_0993_1004	s08e23
s08e12_scene008_0950_0962	s08e12
s08e20_scene005_0453_0464	s08e20
s08e02_scene005_0564_0584	s08e02
s08e04_scene011_0899_0919	s08e04
s08e04_scene012_0961_0981	s08e04
s08e10_scene008_0665_0685	s08e10
s08e10_scene011_1017_1037	s08e10
s08e11_scene002_0200_0220	s08e11
s08e16_scene006_0451_0455	s08e16
s08e20_scene005_0373_0393	s08e20
s08e04_scene007_0701_0715	s08e04
s08e03_scene012_1011_1031	s08e03
s08e18_scene011_0942_0962	s08e18
s08e17_scene004_0451_0465	s08e17
s08e16_scene000_0104_0119	s08e16
s08e04_scene003_0317_0337	s08e04
s08e14_scene010_0999_1019	s08e14
s08e05_scene003_0362_0382	s08e05
s08e15_scene009_0941_0961	s08e15
s08e23_scene004_0368_0388	s08e23
s08e12_scene006_0603_0623	s08e12
s08e10_scene003_0352_0371	s08e10
s08e17_scene010_0869_0881	s08e17
s08e23_scene006_0698_0718	s08e23
s08e18_scene011_0882_0902	s08e18
s08e06_scene004_0588_0608	s08e06
s08e23_scene004_0408_0423	s08e23
s08e03_scene004_0317_0337	s08e03
s08e02_scene010_0967_0987	s08e02
s08e04_scene005_0548_0550	s08e04
s08e23_scene011_0933_0953	s08e23
s08e23_scene002_0262_0282	s08e23
s08e16_scene000_0004_0024	s08e16
s08e11_scene013_1000_1020	s08e11
s08e10_scene000_0044_0064	s08e10
s08e23_scene008_0810_0830	s08e23
s08e20_scene013_0985_1005	s08e20
s08e02_scene009_0911_0931	s08e02
s08e08_scene001_0175_0195	s08e08
s08e04_scene006_0574_0594	s08e04
s08e23_scene004_0388_0408	s08e23
s08e10_scene012_1063_1083	s08e10
s08e12_scene005_0597_0601	s08e12
s08e06_scene007_0813_0824	s08e06
s08e01_scene012_0911_0931	s08e01
s08e03_scene011_0829_0849	s08e03
s08e23_scene009_0848_0868	s08e23
s08e15_scene005_0623_0641	s08e15
s08e05_scene006_0719_0739	s08e05
s08e20_scene003_0174_0194	s08e20
s08e23_scene004_0308_0328	s08e23
s08e17_scene008_0645_0665	s08e17
s08e17_scene013_1104_1116	s08e17
s08e16_scene003_0252_0272	s08e16
s08e23_scene001_0157_0159	s08e23
s08e02_scene008_0787_0807	s08e02
s08e14_scene010_0959_0979	s08e14
s08e04_scene010_0861_0881	s08e04
s08e23_scene001_0137_0157	s08e23
s08e10_scene007_0581_0601	s08e10
s08e02_scene001_0119_0139	s08e02
s08e23_scene005_0468_0475	s08e23
s08e08_scene009_0813_0833	s08e08
s08e23_scene001_0117_0137	s08e23
s08e18_scene001_0163_0183	s08e18
s08e23_scene009_0888_0904	s08e23
s08e10_scene003_0252_0272	s08e10
s08e20_scene000_0044_0060	s08e20
s08e23_scene007_0775_0787	s08e23
s08e11_scene011_0856_0876	s08e11
s08e04_scene009_0747_0767	s08e04
s08e16_scene000_0024_0044	s08e16
s08e16_scene009_0644_0664	s08e16
s08e01_scene009_0639_0659	s08e01
s08e17_scene001_0152_0172	s08e17
s08e23_scene002_0162_0182	s08e23
s08e20_scene005_0433_0453	s08e20
s08e23_scene009_0868_0888	s08e23
s08e18_scene004_0521_0541	s08e18
s08e03_scene007_0584_0604	s08e03
s08e23_scene007_0735_0755	s08e23
s08e12_scene008_0910_0930	s08e12
s08e15_scene009_0901_0921	s08e15
s08e14_scene001_0130_0150	s08e14
s08e23_scene003_0289_0304	s08e23
s08e11_scene011_0876_0896	s08e11
s08e16_scene007_0477_0497	s08e16
s08e02_scene003_0352_0372	s08e02
s08e01_scene012_0851_0871	s08e01
s08e23_scene000_0064_0069	s08e23
s08e08_scene003_0356_0376	s08e08
s08e06_scene010_1094_1114	s08e06
s08e10_scene008_0725_0745	s08e10
s08e06_scene009_0967_0972	s08e06
s08e15_scene009_0921_0941	s08e15
s08e03_scene011_0849_0869	s08e03
s08e02_scene003_0312_0332	s08e02
s08e10_scene008_0785_0795	s08e10
s08e12_scene006_0703_0713	s08e12
s08e23_scene012_1030_1050	s08e23
s08e20_scene006_0545_0550	s08e20
s08e18_scene004_0481_0501	s08e18
s08e23_scene006_0578_0598	s08e23
s08e17_scene006_0561_0581	s08e17
s08e06_scene003_0443_0463	s08e06
s08e23_scene010_0926_0930	s08e23
s08e04_scene004_0387_0407	s08e04
s08e02_scene012_1078_1098	s08e02
s08e15_scene004_0425_0445	s08e15
s08e23_scene008_0790_0810	s08e23
s08e20_scene008_0652_0672	s08e20
s08e16_scene002_0200_0220	s08e16
s08e17_scene000_0022_0042	s08e17
s08e18_scene010_0777_0797	s08e18
s08e23_scene006_0718_0729	s08e23
s08e10_scene007_0641_0661	s08e10
s08e14_scene003_0307_0327	s08e14
s08e01_scene013_1042_1062	s08e01
s08e23_scene006_0618_0638	s08e23
s08e02_scene009_0931_0941	s08e02
s08e17_scene008_0705_0725	s08e17
s08e11_scene013_0960_0980	s08e11
s08e20_scene003_0214_0234	s08e20
s08e23_scene000_0044_0064	s08e23
s08e04_scene006_0614_0618	s08e04
s08e04_scene005_0468_0488	s08e04
s08e10_scene005_0493_0513	s08e10
s08e03_scene005_0403_0423	s08e03
s08e08_scene008_0760_0780	s08e08
s08e06_scene004_0568_0588	s08e06
s08e17_scene006_0541_0561	s08e17
s08e23_scene005_0428_0448	s08e23
s08e16_scene000_0064_0084	s08e16
s08e12_scene005_0537_0557	s08e12
s08e23_scene008_0830_0846	s08e23
s08e02_scene001_0139_0159	s08e02
s08e18_scene000_0022_0042	s08e18
s08e04_scene013_1019_1034	s08e04
s08e23_scene011_0953_0973	s08e23
s08e14_scene000_0083_0087	s08e14
s08e11_scene013_1020_1040	s08e11
s08e02_scene003_0372_0392	s08e02
s08e20_scene004_0243_0263	s08e20
s08e23_scene006_0558_0578	s08e23
s08e17_scene006_0581_0601	s08e17
s08e20_scene010_0825_0845	s08e20
s08e17_scene012_1039_1059	s08e17
s08e01_scene002_0312_0332	s08e01
s08e08_scene007_0732_0752	s08e08
s08e06_scene002_0343_0359	s08e06
s08e10_scene004_0432_0446	s08e10
s08e23_scene002_0182_0202	s08e23
s08e06_scene008_0846_0866	s08e06
s08e16_scene015_0975_0995	s08e16
s08e15_scene010_1066_1086	s08e15
s08e14_scene011_1062_1082	s08e14
s08e11_scene010_0803_0823	s08e11
s08e23_scene006_0678_0698	s08e23
s08e18_scene002_0293_0313	s08e18
s08e12_scene000_0043_0063	s08e12
s08e23_scene000_0004_0024	s08e23
s08e04_scene001_0122_0142	s08e04
s08e01_scene001_0199_0219	s08e01
s08e23_scene000_0024_0044	s08e23
s08e17_scene008_0785_0790	s08e17
s08e08_scene013_1115_1130	s08e08
s08e23_scene006_0658_0678	s08e23
s08e04_scene002_0182_0202	s08e04
s08e06_scene008_0886_0906	s08e06
s08e03_scene010_0784_0804	s08e03
s08e02_scene010_0987_1007	s08e02
s08e16_scene016_1111_1131	s08e16
s08e02_scene000_0043_0063	s08e02
s08e10_scene006_0558_0572	s08e10
s08e06_scene001_0181_0201	s08e06
s08e23_scene010_0906_0926	s08e23
s08e17_scene012_0919_0939	s08e17
s08e11_scene014_1086_1094	s08e11
s08e16_scene008_0502_0522	s08e16
s08e14_scene010_0979_0999	s08e14
s08e20_scene013_1045_1059	s08e20
s08e23_scene007_0755_0775	s08e23
s08e15_scene006_0705_0725	s08e15
s08e12_scene009_0989_1009	s08e12
s08e23_scene011_0973_0993	s08e23
s08e08_scene010_0916_0936	s08e08
s08e17_scene012_0999_1019	s08e17
s08e23_scene001_0097_0117	s08e23
s08e02_scene008_0767_0787	s08e02
s08e06_scene006_0697_0717	s08e06
s08e01_scene006_0526_0530	s08e01
s08e23_scene005_0448_0468	s08e23
s08e20_scene010_0845_0847	s08e20
s08e03_scene000_0003_0023	s08e03
s08e23_scene002_0222_0242	s08e23
s08e18_scene001_0143_0163	s08e18
s08e17_scene000_0102_0122	s08e17
s08e02_scene009_0851_0871	s08e02
s08e24_scene017_1060_1080	s08e24
s08e16_scene006_0391_0411	s08e16
s08e16_scene015_1075_1095	s08e16
s08e24_scene008_0623_0643	s08e24
s08e10_scene001_0191_0200	s08e10
s08e15_scene004_0465_0485	s08e15
s08e24_scene007_0592_0600	s08e24
s08e11_scene003_0369_0389	s08e11
s08e02_scene000_0063_0083	s08e02
s08e11_scene004_0424_0444	s08e11
s08e02_scene003_0332_0352	s08e02
s08e24_scene000_0028_0048	s08e24
s08e04_scene014_1052_1059	s08e04
s08e01_scene004_0369_0386	s08e01
s08e16_scene009_0664_0675	s08e16
s08e17_scene012_1059_1074	s08e17
s08e24_scene004_0430_0448	s08e24
s08e20_scene013_1005_1025	s08e20
s08e20_scene013_0965_0985	s08e20
s08e06_scene010_1054_1074	s08e06
s08e04_scene002_0222_0231	s08e04
s08e03_scene010_0804_0805	s08e03
s08e08_scene004_0517_0524	s08e08
s08e17_scene005_0466_0486	s08e17
s08e06_scene003_0423_0443	s08e06
s08e11_scene013_0940_0960	s08e11
s08e03_scene007_0624_0644	s08e03
s08e18_scene002_0193_0213	s08e18
s08e24_scene002_0264_0268	s08e24
s08e14_scene002_0259_0279	s08e14
s08e16_scene010_0683_0703	s08e16
s08e24_scene006_0504_0524	s08e24
s08e11_scene003_0269_0289	s08e11
s08e16_scene013_0829_0849	s08e16
s08e01_scene013_1002_1022	s08e01
s08e24_scene003_0291_0311	s08e24
s08e02_scene007_0662_0682	s08e02
s08e08_scene002_0254_0274	s08e08
s08e24_scene004_0410_0430	s08e24
s08e24_scene000_0068_0088	s08e24
s08e11_scene004_0444_0464	s08e11
s08e06_scene005_0690_0692	s08e06
s08e06_scene001_0241_0258	s08e06
s08e17_scene004_0411_0431	s08e17
s08e15_scene003_0297_0317	s08e15
s08e24_scene008_0643_0663	s08e24
s08e04_scene009_0807_0819	s08e04
s08e17_scene001_0172_0192	s08e17
s08e18_scene002_0273_0293	s08e18
s08e24_scene017_1120_1121	s08e24
s08e11_scene006_0527_0547	s08e11
s08e20_scene003_0194_0214	s08e20
s08e02_scene002_0212_0232	s08e02
s08e24_scene016_0961_0981	s08e24
s08e11_scene007_0595_0613	s08e11
s08e10_scene004_0412_0432	s08e10
s08e24_scene004_0390_0410	s08e24
s08e08_scene012_0976_0996	s08e08
s08e06_scene002_0263_0283	s08e06
s08e24_scene006_0524_0544	s08e24
s08e04_scene007_0641_0661	s08e04
s08e20_scene005_0313_0333	s08e20
s08e15_scene008_0859_0874	s08e15
s08e03_scene000_0043_0063	s08e03
s08e01_scene007_0545_0565	s08e01
s08e24_scene005_0490_0498	s08e24
s08e03_scene012_0951_0971	s08e03
s08e06_scene007_0793_0813	s08e06
s08e24_scene016_1021_1029	s08e24
s08e24_scene014_0814_0826	s08e24
s08e04_scene010_0821_0841	s08e04
s08e20_scene000_0024_0044	s08e20
s08e02_scene002_0272_0289	s08e02
s08e16_scene015_1055_1075	s08e16
s08e11_scene008_0660_0671	s08e11
s08e24_scene005_0450_0470	s08e24
s08e15_scene006_0725_0741	s08e15
s08e14_scene000_0063_0083	s08e14
s08e16_scene014_0887_0907	s08e16
s08e01_scene010_0691_0711	s08e01
s08e24_scene009_0755_0756	s08e24
s08e20_scene005_0393_0413	s08e20
s08e03_scene004_0357_0377	s08e03
s08e17_scene012_1019_1039	s08e17
s08e24_scene001_0118_0138	s08e24
s08e17_scene001_0192_0206	s08e17
s08e11_scene004_0464_0472	s08e11
s08e06_scene001_0161_0181	s08e06
s08e04_scene002_0202_0222	s08e04
s08e04_scene004_0407_0427	s08e04
